feature,importance
district_NAN,0.00011416643656223396
var_74_E-Low Risk,0.00011408471953109658
id_LOA-S55F7STP,0.00011323842468954874
district_RAJKOT,0.00011084221239068709
id_LOA-YNG7A4G7,0.00010788494079652814
var_74_I-Medium Risk,0.00010770925070805331
state_Goa,0.00010703390083778413
district_SANGRUR,0.00010680052454172258
id_LOA-QJPUKRPC,0.00010524969501872307
device_model_RMX3286,0.00010512308249945328
var_74_M-Very High Risk,0.00010501168748192074
device_model_KB2001,0.00010475720931317244
device_model_SM-M546B,0.0001044773340482865
id_LOA-9HJLR1SD,0.00010347437587963116
city_Rahuri,0.0001029787650491074
household_size_5.332174182,0.00010212861112953738
device_model_CPH2421,0.00010205707713651495
device_model_SM-S908E,0.00010200131383486767
city_Kanpur Nagar,0.00010014720376872149
id_LOA-YU3ZYHS9,0.00010004461022013883
district_MORADABAD,9.982846103049154e-05
id_LOA-VRJPCBGU,9.931565157450734e-05
city_Narasaraopet,9.924196665980307e-05
device_model_KI8,9.828592750217043e-05
district_BALESHWAR,9.626996901893612e-05
district_OSMANABAD,9.320603093075815e-05
city_Pudukkottai,9.316831153435727e-05
device_model_note 7 pro,9.143403496253725e-05
state_Karnataka,8.641317092538066e-05
device_manufacturer_realme,8.638352080240083e-05
city_Mahabubnagar,8.509668145183982e-05
city_Ananthnag,8.4988458767792e-05
district_KUSHINAGAR,8.491215532775679e-05
district_RANGA REDDY,8.483947195669553e-05
id_LOA-Y2EAQ8U3,8.456741137982214e-05
id_LOA-SQRD34ZN,8.433944425231062e-05
id_LOA-6G7XBDPT,8.42163555923068e-05
district_SRI POTTI SRIRAMULU NELLORE,8.185659858771597e-05
id_QNFNBRHD,8.139508419671769e-05
id_LOA-5LGDEXVL,8.10243157423729e-05
id_LOA-SZ7ZXPK5,7.849348292837127e-05
id_LH54PA1H,7.602461485402502e-05
household_size_3.891268292,7.591496324913129e-05
city_Nagaon,7.414335714986908e-05
device_model_RMX2189,7.334597485288727e-05
device_manufacturer_infinix,7.286408437900241e-05
State_Uttar Pradesh,7.182118642898773e-05
device_model_SM-A346E/DSN,7.081016330857259e-05
device_model_CPH2359,7.026562006937928e-05
device_model_M2103K19I,6.980408626465458e-05
city_NEW DELHI,6.9726377212525e-05
id_LOA-7UF8B42X,6.940491972151062e-05
district_NASHIK,6.793716284631014e-05
device_model_RMX2117,6.758116180258874e-05
device_model_CPH2321,6.683820124308978e-05
id_LOA-Y9XCX5UG,6.674906390038034e-05
education_score_68.62835509,6.665956141904519e-05
education_score_63.66307678,6.615614656759387e-05
state_Chandigarh,6.602730899585077e-05
state_Gujarat,6.558128680379509e-05
device_model_2201116SI,6.550505887410464e-05
district_VARANASI,6.417422226926774e-05
id_LOA-8FT48SA1,6.404769770993002e-05
id_JMDB5P14,6.390123691838514e-05
district_BULDANA,6.38970736677318e-05
city_Udalguri,6.386339594325444e-05
id_LOA-X8S98T3S,6.288521067444084e-05
id_LOA-G6FMPJT2,6.284882339789952e-05
education_score_81.31889074,6.265499629078808e-05
device_model_22101316I,6.247876247838666e-05
city_GUMLA,6.23093557085449e-05
id_LOA-L6YRBSC4,6.22521636778804e-05
id_LOA-9AXR6NRT,6.161064973870983e-05
var_74_G-Low Risk,6.129329952721822e-05
district_TIRUPPUR,6.125284173423733e-05
device_manufacturer_tecno,6.096466312917888e-05
id_LOA-T8PH2GJH,6.038995801832293e-05
State_Maharashtra,6.0388493248460744e-05
district_WEST GODAVARI,6.0181733279042764e-05
district_TUMKUR,5.9795497116062595e-05
device_model_A063,5.891932301313311e-05
education_score_72.78901342,5.879745310066973e-05
id_CH8G3UTE,5.844283010284632e-05
city_Bansur,5.8138997855956404e-05
state_Tamil Nadu,5.804297235198554e-05
district_KHAMMAM,5.774166334776575e-05
device_model_rmx3265,5.7632241496108247e-05
id_LOA-RGRTH7TB,5.664866366683139e-05
id_LOA-BPEGYV8S,5.650595595831249e-05
id_LOA-VEQGHVT2,5.644264698675416e-05
id_LOA-9JDYCFTN,5.636363432930557e-05
id_LOA-L3B8M6JZ,5.6230347577940674e-05
device_model_V2321,5.557368990846432e-05
city_Puducherry,5.517911450521677e-05
district_AHMADABAD,5.453186656510436e-05
district_HASSAN,5.4339588126064995e-05
id_LOA-62GXG2Y6,5.337406174352856e-05
district_CHANDIGARH,5.333696531538992e-05
district_JAIPUR,5.304062335187233e-05
id_LOA-99VLJN4M,5.279249606838127e-05
state_Rajasthan,5.2694452297558585e-05
district_PUDUKKOTTAI,5.266543430659919e-05
device_model_v2152,5.257097274624689e-05
city_Bengaluru,5.226083786110453e-05
State_Total,5.223798708383643e-05
id_LOA-6ABH7FRU,5.2160384820868044e-05
id_LOA-AVZN9U4M,5.202904314195787e-05
device_model_CPH2579,5.16123350349026e-05
city_Narsapur,5.101897466945823e-05
household_size_3.709872499,5.098112219008791e-05
city_Rajkot,5.0914465985181716e-05
id_LOA-F7ARK4KZ,5.042042007580986e-05
city_Sitapur,4.989169179767729e-05
district_LUDHIANA,4.98677680475854e-05
city_Belgaum,4.917755498565851e-05
id_LOA-X7LL61DQ,4.916993633462515e-05
id_LOA-KJTZQTVK,4.902055015792116e-05
district_RAMGARH,4.882548733282141e-05
district_EAST,4.839383214457739e-05
device_model_V2141,4.8330242182970835e-05
district_SUPAUL,4.8321890446798396e-05
district_ANANTNAG,4.8088768603973027e-05
state_Odisha,4.7919160013594205e-05
household_size_3.933198744,4.788816058036479e-05
city_East Midnapore,4.782640601933242e-05
state_Jharkhand,4.748632470817787e-05
city_Jaipur,4.740084806389661e-05
city_Mumbai,4.72045463630761e-05
city_Garia,4.710217227511556e-05
State_Kerala,4.6263785464034133e-05
city_Bidar,4.6155225415634036e-05
id_LOA-82U4711V,4.605821949780237e-05
var_74_F-Low Risk,4.5868517005876514e-05
device_model_V2117,4.55475577023566e-05
id_LOA-SP9SJFGV,4.55305067084847e-05
device_model_CPH2447,4.547999134656067e-05
district_KHEDA,4.524638912747858e-05
device_model_KF6j,4.5215318306382425e-05
district_BALRAMPUR,4.4977069829465953e-05
id_LOA-5VB266RK,4.4972825071466324e-05
district_BIDAR,4.461495724849308e-05
id_LOA-YZH86MKP,4.455936479251159e-05
district_NORTH WEST,4.454812238176659e-05
device_model_RMX3381,4.431595090941041e-05
state_West Bengal,4.40542787718663e-05
city_Buldhana,4.399368388280879e-05
id_LOA-MP6FBHJH,4.3911257171984094e-05
device_model_RMX1971,4.3875683312749254e-05
city_Anantpur,4.3435870436475834e-05
district_SOUTH,4.286932675010447e-05
state_Maharahtra,4.2637355700786817e-05
state_Delhi,4.2339021898791844e-05
id_LOA-CZC8VM7C,4.1525833884027435e-05
device_model_1919,4.1448813496341315e-05
city_Moradabad,4.1421512811090354e-05
city_Hyderabad,4.131283143199503e-05
district_HYDERABAD,4.0944878398304885e-05
city_Muzaffarnagar ,4.0931408164876496e-05
city_Balrampur,4.070417248125823e-05
device_model_2311DRN14I,4.014455570149083e-05
city_Chennai,3.833102083240931e-05
id_LOA-GPZDLQD6,3.830393375848563e-05
district_SITAPUR,3.813091619422749e-05
id_LOA-9J67GXX9,3.8098260715053625e-05
State_Gujarat,3.801251032405666e-05
household_size_5.487179487,3.7893245823233586e-05
city_Valsad,3.7669177405146733e-05
household_size_4.168835802,3.7580879883249325e-05
State_Telangana,3.720188148076733e-05
education_score_49.39072267,3.706007904668371e-05
education_score_47.4414465,3.664230357730714e-05
city_City,3.611598624922642e-05
id_LOA-58JZRXY1,3.610486570896601e-05
device_model_1933,3.607353750835867e-05
id_LOA-8UGX8393,3.582185764930982e-05
id_LOA-Q8LUL4PT,3.505213751941932e-05
district_KOLKATA,3.487591669758995e-05
city_Cooch Behar,3.47404247670666e-05
education_score_47.5532307,3.4458515340358096e-05
device_manufacturer_motorola,3.395226409648542e-05
device_model_1820,3.3870653850683346e-05
id_LOA-VEUEU4TE,3.355817106414253e-05
device_model_SM-A127F,3.350197745236593e-05
id_8GNTMT7R,3.3162840538416726e-05
city_Baleswar,3.314703481291381e-05
household_size_4.69451365,3.310063088974766e-05
id_SZUYMYR6,3.303079192022804e-05
district_NORTH EAST,3.302073147192446e-05
district_CENTRAL,3.301515337045283e-05
id_LOA-GF7YNLQQ,3.295275223133866e-05
district_UDALGURI,3.289699685903003e-05
device_model_ac2001,3.278127752897561e-05
education_score_73.4842494,3.241201688713868e-05
id_LOA-SMR72ZS6,3.220522837917111e-05
id_FDYAT85Q,3.193155500651512e-05
city_Gandhi Nagar,3.191546167667646e-05
district_NORTH GOA,3.189631206173071e-05
State_Chandigarh,3.174171521609716e-05
device_model_moto g71 5G,3.1707943898745094e-05
city_South Goa,3.1670152440390775e-05
device_model_CPH2487,3.134619014242419e-05
id_RJCYRUCU,3.1299840794259885e-05
education_score_61.82398381,3.123511674242727e-05
city_Delhi,3.121918542535931e-05
device_model_CPH2401,3.0845079436721246e-05
id_LOA-9BX1CKTT,3.0635869353514965e-05
education_score_76.74931136,3.062284335000546e-05
education_score_46.95413685,3.0446894274194918e-05
id_LOA-NNFCAY7K,2.9933682746107388e-05
device_model_CPH2553,2.9884752208957144e-05
id_LOA-K5JKUGFS,2.978120258945782e-05
district_VALSAD,2.9289490266254938e-05
household_size_4.75274616,2.9092046793770795e-05
id_LOA-CGJV3CL8,2.8997294122018076e-05
id_LOA-HJL92VG9,2.883520170974001e-05
id_LOA-D9GD16D7,2.8762047981770355e-05
device_model_SM-M045F,2.8673201823527842e-05
city_Noida,2.8589225989405134e-05
id_LOA-G611FY53,2.8443534196094876e-05
id_LOA-9A9K7L3F,2.8274350050227775e-05
district_SOUTH GOA,2.8258723357081535e-05
district_MUMBAI SUBURBAN,2.8017727665754363e-05
id_LOA-XJAJSPVB,2.78045652079034e-05
district_GUMLA,2.7751240476411034e-05
city_Chandigarh,2.7573848570403555e-05
id_LOA-GDYCYMNK,2.747023104913781e-05
city_Jaunpur,2.7295237800018198e-05
device_model_CPH1937,2.7231074953635855e-05
city_NORTH WEST DELHI,2.7183237670131518e-05
id_LOA-AQDKZ55Z,2.7146835959438293e-05
household_size_6.362346722,2.7057775080885347e-05
education_score_53.67989768,2.7010976606176832e-05
city_Thrissur,2.6879502577910096e-05
city_Supaul,2.679897680281335e-05
device_model_CPH2251,2.6532873224098525e-05
city_Meerut,2.642452889409804e-05
id_LOA-2YDBCN4D,2.628521671243492e-05
id_LOA-QSTM6LG5,2.6012880403251937e-05
household_size_4.768007202,2.5962250297086202e-05
device_model_22111317I,2.5773559745273578e-05
city_Dharahara,2.5765162779510298e-05
device_model_RMX3241,2.5405965232713115e-05
id_LOA-TBJ1N8TJ,2.540081769563317e-05
city_Vaishali,2.5250990728503523e-05
city_East Delhi,2.523261832852026e-05
city_Krishna,2.4955324329306617e-05
district_NANDED,2.495373441843902e-05
household_size_3.937068161,2.4921506857918837e-05
State_Tamil Nadu,2.4698991127906373e-05
device_model_SM-G781B,2.4687551350106855e-05
device_model_I2301,2.450688959254409e-05
household_size_3.985579861,2.4377189618524584e-05
device_model_RMX3771,2.42804814760442e-05
device_model_RMX3491,2.414637416144822e-05
id_LOA-5RHX4NKV,2.4116625957564174e-05
device_model_RMX1921,2.407964119419911e-05
id_LOA-4G7X95MR,2.406532196505426e-05
district_MEERUT,2.386312676123848e-05
id_LOA-42NPKA4Y,2.3800351554432327e-05
city_RAMGARH,2.3657941631874335e-05
device_model_SM-G990B2,2.3583682050405877e-05
id_LOA-2CHFCYT1,2.3533995407613665e-05
id_LOA-JKSX29C6,2.3415925391341452e-05
state_Kerala,2.333082378234863e-05
city_Ludhiana,2.3252368597541646e-05
city_Srikakulam,2.3180898709465488e-05
district_UDAIPUR,2.309241441250873e-05
education_score_85.16417084,2.298871626277124e-05
city_Sevur,2.2964863830494395e-05
city_Kheda,2.2931243573647957e-05
household_size_5.99370235,2.2766973173944386e-05
device_model_V2143,2.260941225141495e-05
device_model_Note 9 Pro Max,2.241801899667392e-05
id_LOA-KGM9BEMC,2.2366555094530632e-05
district_SRIKAKULAM,2.2248777293384583e-05
id_LOA-A31PR6SK,2.224283238832014e-05
id_LOA-5QSE64XG,2.215779975447007e-05
district_VADODARA,2.2007056093721473e-05
education_score_58.08825141,2.1999785770710926e-05
state_Bihar,2.183018838705073e-05
State_Bihar,2.178567668604774e-05
device_model_23090RA98I,2.1784101740890977e-05
device_model_V2040,2.177150275277811e-05
id_LOA-6XGNFA2M,2.1328938432433968e-05
state_Pondicherry,2.128302937866307e-05
state_Haryana,2.1237792303946863e-05
education_score_67.1069084,2.098734956834596e-05
city_Buxar,2.0941180117112243e-05
id_LOA-2Q4G32DQ,2.084180339536915e-05
device_model_22071219AI,2.0822210214778163e-05
household_size_5.073253172,2.079147491032251e-05
id_LOA-GCF8PJJK,2.0788657483643553e-05
education_score_77.26766089,2.0787031423032056e-05
city_North East Delhi,2.0716288941683665e-05
household_size_4.376319074,2.0683392526105866e-05
city_Bhagalpur,2.0632058878484707e-05
state_Assam,2.0426305490576504e-05
id_LOA-JP5Z51RS,2.0359424107369042e-05
device_model_Edge 50 Pro,2.0246337659361377e-05
city_Kanniyakumari,2.0232421532953514e-05
city_Kolkata ,2.0198423902122465e-05
id_LOA-26P76CVZ,2.0088263669148646e-05
id_LOA-D12T26A8,2.0045127659858195e-05
education_score_75.9651051,1.997255192042605e-05
city_India,1.9903317438653318e-05
city_Darbhanga,1.988459745506282e-05
city_PANVEL,1.9720029542941635e-05
id_LOA-CK3YX8SU,1.968647574916796e-05
device_model_SM-A125F,1.9631431962535998e-05
education_score_54.14222834,1.950320406300298e-05
id_LOA-UVPMF7GC,1.9397913713566086e-05
device_model_CPH2599,1.9314646135383724e-05
city_ROHTAK,1.9182918872188384e-05
city_Dhenkanal,1.89602150814305e-05
city_Gandhinagar,1.8926631883487684e-05
education_score_76.19631095,1.886935384574425e-05
city_Sangli,1.8809951501691947e-05
city_Baleshwar,1.872856394539313e-05
education_score_60.9027616,1.8703933232660458e-05
district_ANANTAPUR,1.869903647438964e-05
State_West Bengal,1.8567089079544004e-05
device_model_CPH2001,1.851295727720065e-05
id_LOA-EJEJNSEX,1.8492182033886095e-05
district_SOUTH WEST,1.848930187718436e-05
district_ROHTAK,1.8390227593096013e-05
city_Nanded,1.8161477037846394e-05
district_AHMADNAGAR,1.804098824199135e-05
device_model_21091116AI,1.7836110180057098e-05
id_LOA-D9G8YPB8,1.7822504259051666e-05
device_model_SM-M346B/DS,1.777775073695691e-05
education_score_73.99111505,1.7757549971912988e-05
city_Kasaragod,1.7645522658931635e-05
city_Gonda,1.7618031966117988e-05
device_model_V2055,1.7554423874275118e-05
id_LOA-DFSC34SU,1.747239493767609e-05
household_size_4.013836583,1.7394916681383232e-05
district_HISAR,1.716471062082872e-05
device_model_RMX2081,1.6992216136382733e-05
city_Kamrup,1.6937861790004176e-05
education_score_76.05698046,1.6903218485645954e-05
city_Tiruchirappalli,1.677682605580806e-05
id_LOA-N7X643KQ,1.6636934395678515e-05
id_LOA-MBZM2E88,1.6618493316403622e-05
id_LOA-E3NN5PRT,1.6525176823592137e-05
device_model_v2143,1.651309836327701e-05
id_LOA-6KCRP1BM,1.6486799454071273e-05
State_Rajasthan,1.645754656996923e-05
household_size_4.174445869,1.64548652795183e-05
education_score_77.06507339,1.6446269446774573e-05
city_MYSOREMCORPOG,1.626985395029114e-05
id_LOA-F9KA6EEU,1.601513727538651e-05
household_size_4.963366817,1.5901885429902082e-05
city_AHMEDPUR,1.5893554218290796e-05
State_Assam,1.5889851172354756e-05
city_Vadodara,1.5865409196930393e-05
id_LOA-GQ6AJP65,1.5860113870591708e-05
city_Mahabub Nagar,1.566060238017341e-05
household_size_3.814818486,1.5524112552838705e-05
id_LOA-K9FTKRCC,1.5453690170953814e-05
id_LOA-EG1RLAVZ,1.5353846519718655e-05
city_Thane,1.5344590482980522e-05
id_LOA-RNSS4QAL,1.5337129840280704e-05
device_model_V2059,1.533571465618413e-05
city_Raigarh(MH),1.5270705755234972e-05
district_SANGLI,1.5218128867368608e-05
id_I4F9XP52,1.4827810112298738e-05
district_GANDHINAGAR,1.4811514414824606e-05
device_model_sm-s901e,1.4608335052081594e-05
id_LOA-PAP65KLV,1.4603479917115827e-05
district_PUNE,1.4439711063718706e-05
id_LOA-PDFABRRY,1.43944539596254e-05
education_score_69.04419458,1.4364547697382622e-05
household_size_6.218700304,1.4247073945239616e-05
district_RAJGARH,1.423497236157332e-05
device_model_cph2613,1.4200461000062119e-05
id_LOA-PN1379GK,1.4193999570753001e-05
id_LOA-G6LVJM3X,1.4138829620341349e-05
district_JAMUI,1.396835850310421e-05
household_size_3.67336055,1.3912477436648644e-05
city_Ahmedabad,1.3899067897466983e-05
id_LOA-CYM4Y3VM,1.3882252888054302e-05
household_size_4.196113251,1.3875158309339806e-05
district_MAYURBHANJ,1.3713059490084566e-05
id_LOA-U26LPGT3,1.3700988020910152e-05
household_size_4.642653814,1.3673187833471622e-05
city_Davangere,1.360489839750241e-05
district_BHAGALPUR,1.3595783747708544e-05
city_Salem,1.3574585144277881e-05
city_UTTARAKANNADA,1.3558395715026481e-05
city_Goa,1.3551458957924152e-05
city_TUMAKURU DIST,1.3540788255769875e-05
id_LOA-BBRN5ZQC,1.353881221742745e-05
var_74_C-Very Low Risk,1.3451754288371968e-05
id_PYYC77JZ,1.3409982202700108e-05
education_score_77.8702751,1.3405903414995637e-05
district_DHENKANAL,1.3387227193923812e-05
city_Kurnool,1.338637731329839e-05
household_size_4.443837493,1.3189188537808618e-05
id_LOA-1DTZ38SV,1.3163885999446113e-05
id_LOA-HSJ65U21,1.2992796191009634e-05
id_LOA-ZS23XLG1,1.2837789658855043e-05
city_Nagapattinam,1.2746343282834958e-05
device_model_V2205,1.273736313337385e-05
district_LATUR,1.2735670289579772e-05
id_LOA-R5FZX4R7,1.2732905111995452e-05
district_SALEM,1.2693365326915592e-05
device_model_HD1901,1.2665111918896495e-05
household_size_5.294177855,1.261791071514497e-05
city_Kottayam,1.2612395501662718e-05
id_8MIJ5LQX,1.2559063677590423e-05
household_size_4.867309155,1.2388694467060717e-05
district_COIMBATORE,1.2337531966484171e-05
household_size_4.38732672,1.2326651452353393e-05
id_LOA-SCTC1PF3,1.227160077291384e-05
id_LOA-ZYCVQLUA,1.2153960125300267e-05
id_LOA-CZM9H715,1.2056849947118843e-05
State_Punjab,1.2016993002441252e-05
device_model_220333QBI,1.199053989872907e-05
state_Madhya Pradesh,1.1981228227141071e-05
district_KANPUR NAGAR,1.1979596161576953e-05
TRU_Urban,1.1961211407878358e-05
id_LOA-ZSDLUF66,1.1908036247124666e-05
district_DHANBAD,1.190453602841693e-05
device_model_21061119BI,1.1783259927292416e-05
household_size_5.293062021,1.1669938310654587e-05
city_Thanjavur,1.1607129542533951e-05
State_Madhya Pradesh,1.1577642694949236e-05
id_LOA-1MFQM49F,1.1480321543424916e-05
education_score_69.98222805,1.1412524235313242e-05
id_LOA-2UA89B16,1.1409046668443372e-05
device_model_M2101K6P,1.1393888601015233e-05
district_TIRUCHIRAPPALLI,1.1374442491073388e-05
